Year,Female,Male,Total,Countries
1920,40.5,38.31,39.38,Spain
1921,43.23,40.79,41.99,Spain
1922,45.45,43,44.2,Spain
1923,46.02,43.51,44.75,Spain
1924,47.8,44.85,46.3,Spain
1925,48.49,45.51,46.98,Spain
1926,49.22,46.22,47.7,Spain
1927,50.01,46.99,48.48,Spain
1928,50.11,47.15,48.62,Spain
1929,51.16,47.85,49.49,Spain
1930,51.11,47.44,49.25,Spain
1931,51.07,47.55,49.28,Spain
1932,52.85,49.47,51.14,Spain
1933,53.3,49.92,51.6,Spain
1934,54.09,50.39,52.22,Spain
1935,54.6,50.73,52.65,Spain
1936,55.57,46.89,51.01,Spain
1937,52.26,42.91,47.32,Spain
1938,52.17,43.46,47.6,Spain
1939,51.8,43.11,47.23,Spain
1940,52.64,44.89,48.63,Spain
1941,51.47,43.47,47.25,Spain
1942,55.33,49.26,52.26,Spain
1943,57.63,52.14,54.89,Spain
1944,59.24,53.3,56.27,Spain
1945,60.55,54.99,57.79,Spain
1946,60.65,54.56,57.59,Spain
1947,61.66,56.55,59.13,Spain
1948,63.92,58.61,61.31,Spain
1949,63.5,58.32,60.94,Spain
1950,64.16,59.29,61.78,Spain
1951,63.83,59.1,61.5,Spain
1952,67.03,62.55,64.85,Spain
1953,67.9,63.49,65.76,Spain
1954,69.08,64.63,66.93,Spain
1955,68.94,64.38,66.73,Spain
1956,69.03,64.39,66.76,Spain
1957,68.9,64.16,66.58,Spain
1958,71.07,66.4,68.81,Spain
1959,71.07,66.24,68.72,Spain
1960,71.66,66.67,69.23,Spain
1961,71.96,67.08,69.59,Spain
1962,72.07,67.08,69.63,Spain
1963,72.36,67.12,69.79,Spain
1964,73.13,67.78,70.51,Spain
1965,73.56,68.17,70.93,Spain
1966,73.78,68.46,71.18,Spain
1967,74.06,68.57,71.37,Spain
1968,74.37,68.87,71.67,Spain
1969,73.88,68.34,71.15,Spain
1970,74.87,69.32,72.15,Spain
1971,74.56,68.84,71.74,Spain
1972,75.64,70.15,72.95,Spain
1973,75.52,69.85,72.73,Spain
1974,75.93,70.17,73.09,Spain
1975,76.35,70.54,73.49,Spain
1976,76.71,70.81,73.81,Spain
1977,77.23,71.28,74.31,Spain
1978,77.48,71.42,74.5,Spain
1979,78.05,71.84,74.99,Spain
1980,78.55,72.39,75.53,Spain
1981,78.77,72.53,75.7,Spain
1982,79.35,73.17,76.32,Spain
1983,79.13,72.96,76.1,Spain
1984,79.68,73.2,76.48,Spain
1985,79.66,73.1,76.41,Spain
1986,79.89,73.44,76.7,Spain
1987,80.24,73.61,76.96,Spain
1988,80.29,73.56,76.95,Spain
1989,80.5,73.47,77,Spain
1990,80.56,73.43,77,Spain
1991,80.75,73.51,77.13,Spain
1992,81.26,73.91,77.59,Spain
1993,81.34,74.11,77.73,Spain
1994,81.72,74.5,78.11,Spain
1995,81.84,74.56,78.2,Spain
1996,82,74.69,78.34,Spain
1997,82.35,75.33,78.85,Spain
1998,82.42,75.45,78.94,Spain
1999,82.44,75.46,78.95,Spain
2000,82.85,75.97,79.42,Spain
2001,83.16,76.29,79.74,Spain
2002,83.24,76.39,79.83,Spain
2003,83.07,76.42,79.75,Spain
2004,83.65,76.98,80.33,Spain
2005,83.62,77.02,80.33,Spain
2006,84.21,77.69,80.97,Spain
2007,84.17,77.76,80.98,Spain
2008,84.34,78.19,81.29,Spain
2009,84.65,78.58,81.64,Spain
2010,84.99,78.99,82.03,Spain
2011,85.08,79.24,82.2,Spain
2012,85.05,79.31,82.21,Spain
2013,85.48,79.87,82.72,Spain
2014,85.59,80.05,82.86,Spain
2015,85.36,79.87,82.65,Spain
2016,85.77,80.24,83.04,Spain
2017,85.67,80.32,83.03,Spain
2018,85.8,80.42,83.15,Spain
2019,86.18,80.82,83.54,Spain
2020,85.02,79.56,82.29,Spain
1751,39.93,36.87,38.43,Sweden
1752,36.82,33.95,35.41,Sweden
1753,41.32,38.1,39.74,Sweden
1754,39.07,35.87,37.5,Sweden
1755,37.68,35.42,36.58,Sweden
1756,37.88,34.57,36.25,Sweden
1757,35.07,32.52,33.81,Sweden
1758,34.45,31.39,32.92,Sweden
1759,39.95,36.44,38.21,Sweden
1760,41.23,38.13,39.71,Sweden
1761,39.19,36.41,37.83,Sweden
1762,33.66,31.27,32.49,Sweden
1763,31.83,29.07,30.46,Sweden
1764,37.99,34.62,36.3,Sweden
1765,37.87,34.13,35.99,Sweden
1766,39.75,36.46,38.11,Sweden
1767,40.16,36.32,38.23,Sweden
1768,36.28,33.78,35.05,Sweden
1769,35.63,33.74,34.71,Sweden
1770,37.82,35.47,36.66,Sweden
1771,36.89,33.95,35.43,Sweden
1772,29.65,25.91,27.73,Sweden
1773,18.83,17.18,17.99,Sweden
1774,41.4,39.77,40.58,Sweden
1775,39.26,37.05,38.15,Sweden
1776,42.81,40.21,41.51,Sweden
1777,39.24,37.01,38.13,Sweden
1778,36.81,34.3,35.56,Sweden
1779,33.44,32.19,32.82,Sweden
1780,44.06,41.28,42.68,Sweden
1781,39.19,36.43,37.81,Sweden
1782,38.27,35.06,36.66,Sweden
1783,35.56,31.93,33.72,Sweden
1784,32.7,30.17,31.44,Sweden
1785,34.64,32.31,33.48,Sweden
1786,39.4,36.4,37.9,Sweden
1787,41.83,38.72,40.27,Sweden
1788,38.24,35.41,36.82,Sweden
1789,34.75,28.1,31.23,Sweden
1790,35.42,31.82,33.6,Sweden
1791,39.61,37.3,38.45,Sweden
1792,41.33,38.38,39.84,Sweden
1793,40.85,38.45,39.64,Sweden
1794,41.85,38.98,40.41,Sweden
1795,37.8,35.31,36.55,Sweden
1796,40.29,37.47,38.88,Sweden
1797,41.94,38.81,40.37,Sweden
1798,42.96,39.73,41.34,Sweden
1799,41.05,37.65,39.34,Sweden
1800,33.21,31.17,32.19,Sweden
1801,38.09,35.72,36.91,Sweden
1802,41.86,38.54,40.18,Sweden
1803,41.88,38.63,40.24,Sweden
1804,41.46,37.97,39.7,Sweden
1805,42.43,39.67,41.05,Sweden
1806,37.3,35.1,36.2,Sweden
1807,39.95,37.58,38.77,Sweden
1808,32.28,28.18,30.19,Sweden
1809,28.96,24.97,26.91,Sweden
1810,33.67,30.35,31.99,Sweden
1811,36.27,32.93,34.59,Sweden
1812,36.89,33.35,35.11,Sweden
1813,38.61,34.43,36.5,Sweden
1814,40.15,37.03,38.6,Sweden
1815,41.9,38.99,40.45,Sweden
1816,43.67,39.91,41.78,Sweden
1817,41.81,38.81,40.31,Sweden
1818,41.99,38.07,40.02,Sweden
1819,38.65,35.31,36.97,Sweden
1820,41.88,38.61,40.24,Sweden
1821,39.57,36.73,38.17,Sweden
1822,44.84,40.71,42.77,Sweden
1823,47.39,43.01,45.2,Sweden
1824,47.27,42.69,44.98,Sweden
1825,47.61,42.92,45.26,Sweden
1826,45.42,40.82,43.11,Sweden
1827,44.61,40.72,42.66,Sweden
1828,40.29,35.34,37.76,Sweden
1829,38.62,33.92,36.21,Sweden
1830,43.45,38.59,40.98,Sweden
1831,41.17,36.87,39,Sweden
1832,42.59,39.12,40.85,Sweden
1833,44.7,40.36,42.52,Sweden
1834,40.89,36.3,38.55,Sweden
1835,49.35,44.94,47.15,Sweden
1836,47.25,43.05,45.15,Sweden
1837,41.81,37.46,39.6,Sweden
1838,42.23,37.84,40,Sweden
1839,41.77,37.99,39.87,Sweden
1840,46.14,41.84,43.98,Sweden
1841,47.24,43.05,45.14,Sweden
1842,45.04,40.59,42.8,Sweden
1843,44.86,40.81,42.83,Sweden
1844,46.91,41.22,44.01,Sweden
1845,48.5,43.51,45.99,Sweden
1846,43.94,40.16,42.04,Sweden
1847,41.95,38.34,40.14,Sweden
1848,47.29,42.99,45.13,Sweden
1849,46.84,42.2,44.5,Sweden
1850,47.29,42.17,44.69,Sweden
1851,46.1,41.21,43.62,Sweden
1852,43.74,39.04,41.35,Sweden
1853,41.96,38.07,39.99,Sweden
1854,46.51,42.55,44.53,Sweden
1855,44.81,41.33,43.06,Sweden
1856,44.03,40.24,42.12,Sweden
1857,36.6,32.73,34.62,Sweden
1858,43.61,40.38,41.99,Sweden
1859,46.19,42.35,44.26,Sweden
1860,50.29,46.61,48.46,Sweden
1861,49.01,45.35,47.19,Sweden
1862,44.19,41.19,42.7,Sweden
1863,47.11,43.87,45.5,Sweden
1864,46.51,43.12,44.81,Sweden
1865,47.48,43.45,45.45,Sweden
1866,46.9,42.81,44.84,Sweden
1867,48.28,44.29,46.27,Sweden
1868,45.2,41.48,43.32,Sweden
1869,42.72,39.32,41.01,Sweden
1870,46.84,43.22,45.02,Sweden
1871,50.67,47.15,48.91,Sweden
1872,51.88,48,49.94,Sweden
1873,50.29,46.82,48.56,Sweden
1874,46.06,42.26,44.15,Sweden
1875,46.38,42.59,44.47,Sweden
1876,46.31,43.21,44.77,Sweden
1877,47.84,44.29,46.06,Sweden
1878,48.08,45.5,46.8,Sweden
1879,50.37,47.63,49.02,Sweden
1880,49.15,46.18,47.67,Sweden
1881,49.93,46.89,48.42,Sweden
1882,50.03,46.78,48.41,Sweden
1883,50.4,47.23,48.82,Sweden
1884,50.59,47.39,49,Sweden
1885,50.38,47.26,48.83,Sweden
1886,51.89,49.13,50.52,Sweden
1887,52.84,49.92,51.39,Sweden
1888,53.5,50.97,52.25,Sweden
1889,53.37,51.05,52.23,Sweden
1890,51.77,49.08,50.44,Sweden
1891,52.5,49.53,51.02,Sweden
1892,51.75,49.18,50.47,Sweden
1893,52.5,49.79,51.16,Sweden
1894,53.05,50.71,51.89,Sweden
1895,55.29,52.7,54.01,Sweden
1896,54.6,52.05,53.34,Sweden
1897,55.26,52.71,54,Sweden
1898,56.03,53.12,54.59,Sweden
1899,52.3,49.5,50.9,Sweden
1900,53.63,50.8,52.23,Sweden
1901,54.09,51.65,52.88,Sweden
1902,55.87,53.5,54.7,Sweden
1903,56.39,53.55,54.98,Sweden
1904,56.43,54.08,55.27,Sweden
1905,55.67,53.15,54.42,Sweden
1906,57.69,55.39,56.56,Sweden
1907,58.05,55.65,56.87,Sweden
1908,57.46,55.18,56.33,Sweden
1909,59.48,57.17,58.34,Sweden
1910,59.03,56.43,57.74,Sweden
1911,59.43,56.53,57.99,Sweden
1912,59.09,56.35,57.73,Sweden
1913,59.97,57.17,58.59,Sweden
1914,59.4,56.86,58.15,Sweden
1915,58.36,55.83,57.1,Sweden
1916,59.28,56.92,58.12,Sweden
1917,60.06,57.53,58.8,Sweden
1918,51.36,48.1,49.72,Sweden
1919,57.89,54.97,56.42,Sweden
1920,60.24,57.58,58.91,Sweden
1921,62.27,59.69,60.98,Sweden
1922,61.91,60.22,61.07,Sweden
1923,64.05,61.76,62.91,Sweden
1924,63.08,60.79,61.94,Sweden
1925,63.68,61.33,62.51,Sweden
1926,63.77,61.69,62.74,Sweden
1927,62.64,60.47,61.56,Sweden
1928,63.2,61.19,62.2,Sweden
1929,63.41,61.17,62.29,Sweden
1930,64.19,62.13,63.17,Sweden
1931,63.63,61.79,62.71,Sweden
1932,64.9,62.95,63.93,Sweden
1933,65.96,63.65,64.8,Sweden
1934,66.07,63.84,64.96,Sweden
1935,66.05,63.68,64.86,Sweden
1936,65.77,63.44,64.6,Sweden
1937,65.82,63.42,64.61,Sweden
1938,67.09,64.02,65.54,Sweden
1939,67.71,65.07,66.38,Sweden
1940,68.13,65.38,66.74,Sweden
1941,68.26,65.7,66.97,Sweden
1942,70.36,67.57,68.96,Sweden
1943,70.08,67.34,68.7,Sweden
1944,69.28,66.2,67.72,Sweden
1945,69.52,67.16,68.33,Sweden
1946,70.67,68.36,69.51,Sweden
1947,70.63,68.33,69.48,Sweden
1948,72.13,69.35,70.73,Sweden
1949,72.16,69.48,70.81,Sweden
1950,72.44,69.85,71.14,Sweden
1951,72.7,70.04,71.36,Sweden
1952,73.29,70.42,71.84,Sweden
1953,73.4,70.43,71.91,Sweden
1954,73.87,70.86,72.35,Sweden
1955,74.15,71.05,72.59,Sweden
1956,74.4,70.96,72.66,Sweden
1957,74.27,70.75,72.49,Sweden
1958,74.8,71.53,73.15,Sweden
1959,75.2,71.58,73.37,Sweden
1960,74.88,71.24,73.04,Sweden
1961,75.38,71.64,73.49,Sweden
1962,75.42,71.36,73.35,Sweden
1963,75.61,71.53,73.53,Sweden
1964,75.87,71.62,73.7,Sweden
1965,76.08,71.74,73.87,Sweden
1966,76.46,71.84,74.1,Sweden
1967,76.55,71.85,74.15,Sweden
1968,76.39,71.71,74,Sweden
1969,76.63,71.71,74.11,Sweden
1970,77.21,72.23,74.66,Sweden
1971,77.39,71.97,74.6,Sweden
1972,77.53,72.03,74.71,Sweden
1973,77.72,72.16,74.86,Sweden
1974,77.9,72.2,74.97,Sweden
1975,77.95,72.17,74.98,Sweden
1976,77.96,72.16,74.97,Sweden
1977,78.57,72.41,75.39,Sweden
1978,78.69,72.46,75.48,Sweden
1979,78.72,72.5,75.52,Sweden
1980,78.85,72.78,75.74,Sweden
1981,79.14,73.08,76.04,Sweden
1982,79.39,73.43,76.35,Sweden
1983,79.64,73.63,76.58,Sweden
1984,79.93,73.85,76.84,Sweden
1985,79.69,73.78,76.69,Sweden
1986,80.02,73.98,76.95,Sweden
1987,80.14,74.16,77.11,Sweden
1988,79.93,74.13,77,Sweden
1989,80.56,74.78,77.65,Sweden
1990,80.4,74.81,77.59,Sweden
1991,80.54,74.95,77.73,Sweden
1992,80.78,75.36,78.07,Sweden
1993,80.78,75.49,78.14,Sweden
1994,81.38,76.08,78.75,Sweden
1995,81.44,76.18,78.82,Sweden
1996,81.52,76.52,79.04,Sweden
1997,81.8,76.7,79.27,Sweden
1998,81.91,76.87,79.42,Sweden
1999,81.89,77.07,79.51,Sweden
2000,82.02,77.38,79.74,Sweden
2001,82.05,77.54,79.84,Sweden
2002,82.08,77.71,79.94,Sweden
2003,82.41,77.91,80.19,Sweden
2004,82.66,78.35,80.55,Sweden
2005,82.75,78.42,80.62,Sweden
2006,82.9,78.69,80.83,Sweden
2007,82.94,78.93,80.97,Sweden
2008,83.12,79.09,81.14,Sweden
2009,83.33,79.34,81.37,Sweden
2010,83.47,79.52,81.52,Sweden
2011,83.67,79.8,81.76,Sweden
2012,83.53,79.87,81.73,Sweden
2013,83.72,80.1,81.94,Sweden
2014,84.05,80.35,82.22,Sweden
2015,84.02,80.32,82.19,Sweden
2016,84.08,80.57,82.34,Sweden
2017,84.12,80.73,82.44,Sweden
2018,84.26,80.79,82.53,Sweden
2019,84.73,81.35,83.05,Sweden
2020,84.29,80.6,82.43,Sweden
2021,84.82,81.22,83.02,Sweden
2022,84.75,81.36,83.05,Sweden
1876,41.93,38.53,40.19,Switzerland
1877,41.52,38.52,39.99,Switzerland
1878,41.88,39.3,40.57,Switzerland
1879,43.41,40.29,41.83,Switzerland
1880,44.02,40.97,42.47,Switzerland
1881,43.24,40.66,41.94,Switzerland
1882,44.41,41.67,43.02,Switzerland
1883,46.05,44.01,45.02,Switzerland
1884,46.33,43.84,45.07,Switzerland
1885,45.15,42.71,43.92,Switzerland
1886,45.92,43.58,44.75,Switzerland
1887,46.76,44.18,45.46,Switzerland
1888,47.35,44.69,46,Switzerland
1889,46.28,44.1,45.18,Switzerland
1890,46.38,43.67,45.01,Switzerland
1891,46.22,43.43,44.81,Switzerland
1892,48.61,45.82,47.2,Switzerland
1893,47.36,44.82,46.08,Switzerland
1894,47.06,44.65,45.85,Switzerland
1895,48.41,45.48,46.93,Switzerland
1896,50.43,47.35,48.87,Switzerland
1897,50.52,47.69,49.1,Switzerland
1898,49.87,46.68,48.26,Switzerland
1899,51.06,47.57,49.31,Switzerland
1900,48.94,46.26,47.59,Switzerland
1901,50.62,47.36,48.97,Switzerland
1902,51.78,49.11,50.44,Switzerland
1903,51.32,48.83,50.08,Switzerland
1904,50.45,48.01,49.23,Switzerland
1905,51.13,48.27,49.69,Switzerland
1906,52.21,49.3,50.75,Switzerland
1907,52.74,49.66,51.19,Switzerland
1908,53.89,50.7,52.29,Switzerland
1909,53.15,50.16,51.65,Switzerland
1910,54.64,51.25,52.93,Switzerland
1911,53.4,50.16,51.77,Switzerland
1912,56.09,52.73,54.4,Switzerland
1913,55.96,52.51,54.23,Switzerland
1914,56.77,53.47,55.11,Switzerland
1915,57.5,54.33,55.91,Switzerland
1916,58.09,54.94,56.52,Switzerland
1917,57.43,54.12,55.77,Switzerland
1918,48.94,43.76,46.3,Switzerland
1919,55.91,53.74,54.83,Switzerland
1920,55.77,53.22,54.5,Switzerland
1921,59.44,56.1,57.77,Switzerland
1922,59.67,57.27,58.48,Switzerland
1923,61.74,58.22,59.98,Switzerland
1924,61.03,57.89,59.47,Switzerland
1925,61.4,58.39,59.91,Switzerland
1926,62.14,59.01,60.59,Switzerland
1927,61.58,58.57,60.09,Switzerland
1928,62.19,58.65,60.43,Switzerland
1929,62.05,58.21,60.14,Switzerland
1930,63.48,59.3,61.4,Switzerland
1931,63.03,59.41,61.23,Switzerland
1932,63.03,59.35,61.2,Switzerland
1933,64.22,60.48,62.37,Switzerland
1934,64.9,60.73,62.83,Switzerland
1935,63.98,60.24,62.13,Switzerland
1936,65.25,61,63.14,Switzerland
1937,65.41,61.49,63.48,Switzerland
1938,65.64,61.97,63.83,Switzerland
1939,66.05,61.86,63.98,Switzerland
1940,65.68,61.36,63.54,Switzerland
1941,66.99,62.76,64.91,Switzerland
1942,67.76,63.42,65.63,Switzerland
1943,68.02,63.57,65.82,Switzerland
1944,67.06,62.61,64.86,Switzerland
1945,67.38,63.31,65.38,Switzerland
1946,67.79,64.26,66.06,Switzerland
1947,68.34,64.07,66.23,Switzerland
1948,69.42,65.13,67.31,Switzerland
1949,70.04,65.77,67.95,Switzerland
1950,71.09,66.65,68.91,Switzerland
1951,70.97,66.34,68.69,Switzerland
1952,71.85,67.24,69.59,Switzerland
1953,71.9,67.06,69.52,Switzerland
1954,72.3,67.58,69.98,Switzerland
1955,72.35,67.7,70.07,Switzerland
1956,72.65,67.67,70.2,Switzerland
1957,73.17,67.84,70.54,Switzerland
1958,73.95,68.55,71.29,Switzerland
1959,74.11,68.72,71.45,Switzerland
1960,74.11,68.65,71.41,Switzerland
1961,74.58,68.84,71.74,Switzerland
1962,74.1,68.45,71.3,Switzerland
1963,74.24,68.3,71.29,Switzerland
1964,75.11,69.19,72.18,Switzerland
1965,75.08,69.48,72.32,Switzerland
1966,75.26,69.57,72.45,Switzerland
1967,75.72,69.7,72.74,Switzerland
1968,75.53,69.8,72.7,Switzerland
1969,75.65,69.72,72.72,Switzerland
1970,76.16,70.03,73.12,Switzerland
1971,76.25,70.17,73.24,Switzerland
1972,76.83,70.63,73.76,Switzerland
1973,77.05,70.98,74.06,Switzerland
1974,77.56,71.17,74.4,Switzerland
1975,78.01,71.5,74.79,Switzerland
1976,78.14,71.6,74.91,Switzerland
1977,78.68,71.96,75.36,Switzerland
1978,78.66,71.89,75.31,Switzerland
1979,78.79,72.32,75.61,Switzerland
1980,78.86,72.23,75.59,Switzerland
1981,79.13,72.42,75.82,Switzerland
1982,79.44,72.79,76.16,Switzerland
1983,79.56,72.69,76.16,Switzerland
1984,80.04,73.35,76.75,Switzerland
1985,80.16,73.49,76.88,Switzerland
1986,80.3,73.66,77.04,Switzerland
1987,80.66,73.9,77.34,Switzerland
1988,80.73,73.89,77.37,Switzerland
1989,80.94,74.06,77.56,Switzerland
1990,80.71,73.95,77.38,Switzerland
1991,81.09,74.11,77.65,Switzerland
1992,81.33,74.45,77.95,Switzerland
1993,81.42,74.9,78.24,Switzerland
1994,81.7,75.14,78.5,Switzerland
1995,81.68,75.29,78.57,Switzerland
1996,81.99,75.93,79.05,Switzerland
1997,82.03,76.24,79.23,Switzerland
1998,82.47,76.31,79.48,Switzerland
1999,82.48,76.78,79.73,Switzerland
2000,82.56,76.92,79.84,Switzerland
2001,82.96,77.35,80.25,Switzerland
2002,82.95,77.73,80.44,Switzerland
2003,82.98,77.89,80.54,Switzerland
2004,83.47,78.43,81.05,Switzerland
2005,83.69,78.58,81.24,Switzerland
2006,83.84,79.04,81.55,Switzerland
2007,83.96,79.25,81.7,Switzerland
2008,84.18,79.57,81.97,Switzerland
2009,84.19,79.62,81.99,Switzerland
2010,84.37,80.03,82.29,Switzerland
2011,84.68,80.29,82.57,Switzerland
2012,84.61,80.46,82.62,Switzerland
2013,84.73,80.51,82.7,Switzerland
2014,85.1,80.92,83.09,Switzerland
2015,84.89,80.7,82.85,Switzerland
2016,85.23,81.53,83.45,Switzerland
2017,85.36,81.36,83.42,Switzerland
2018,85.38,81.65,83.57,Switzerland
2019,85.57,81.89,83.79,Switzerland
2020,85.07,81,83.06,Switzerland
2021,85.61,81.62,83.65,Switzerland
2022,85.38,81.61,83.53,Switzerland
1970,71.43,66.32,68.66,Taiwan
1971,71.85,66.88,69.16,Taiwan
1972,72.26,67.4,69.61,Taiwan
1973,72.47,67.55,69.78,Taiwan
1974,72.86,68.02,70.22,Taiwan
1975,73.25,68.42,70.6,Taiwan
1976,73.59,68.85,70.97,Taiwan
1977,73.74,68.83,71.04,Taiwan
1978,74.24,69.31,71.53,Taiwan
1979,74.41,69.29,71.58,Taiwan
1980,74.48,69.53,71.76,Taiwan
1981,74.52,69.63,71.83,Taiwan
1982,75.01,70.14,72.32,Taiwan
1983,74.99,70.09,72.29,Taiwan
1984,75.67,70.71,72.94,Taiwan
1985,75.78,70.93,73.11,Taiwan
1986,75.94,71.01,73.23,Taiwan
1987,76.29,71.19,73.5,Taiwan
1988,76.09,70.95,73.28,Taiwan
1989,76.42,71.16,73.54,Taiwan
1990,76.69,71.4,73.79,Taiwan
1991,77.13,71.87,74.26,Taiwan
1992,77.13,71.84,74.24,Taiwan
1993,77.55,72.09,74.56,Taiwan
1994,77.86,72.1,74.71,Taiwan
1995,77.64,71.91,74.51,Taiwan
1996,77.82,72.08,74.69,Taiwan
1997,78.34,72.6,75.23,Taiwan
1998,78.6,72.75,75.43,Taiwan
1999,78.61,72.92,75.54,Taiwan
2000,79.24,73.43,76.1,Taiwan
2001,79.59,73.7,76.41,Taiwan
2002,79.89,74.2,76.84,Taiwan
2003,80.04,74.42,77.04,Taiwan
2004,80.35,74.34,77.13,Taiwan
2005,80.5,74.21,77.14,Taiwan
2006,81.28,74.84,77.85,Taiwan
2007,81.3,75.14,78.04,Taiwan
2008,81.56,75.32,78.26,Taiwan
2009,81.94,75.82,78.72,Taiwan
2010,82.3,76.14,79.07,Taiwan
2011,82.25,75.83,78.88,Taiwan
2012,82.43,76.25,79.2,Taiwan
2013,82.88,76.69,79.66,Taiwan
2014,82.79,76.52,79.54,Taiwan
2015,83.15,76.81,79.87,Taiwan
2016,83.01,76.6,79.69,Taiwan
2017,83.29,77.11,80.12,Taiwan
2018,83.58,77.37,80.4,Taiwan
2019,83.78,77.53,80.58,Taiwan
1922,58.85,55.18,57.02,United Kingdom
1923,61.18,57.37,59.3,United Kingdom
1924,59.98,56.15,58.07,United Kingdom
1925,60.34,56.49,58.42,United Kingdom
1926,61.5,57.59,59.56,United Kingdom
1927,60.92,56.95,58.95,United Kingdom
1928,61.91,57.87,59.91,United Kingdom
1929,59.6,55.64,57.62,United Kingdom
1930,62.86,58.66,60.77,United Kingdom
1931,62,57.97,60,United Kingdom
1932,62.42,58.58,60.52,United Kingdom
1933,62.49,58.63,60.58,United Kingdom
1934,63.25,59.32,61.3,United Kingdom
1935,63.94,59.94,61.96,United Kingdom
1936,63.84,59.63,61.75,United Kingdom
1937,63.87,59.69,61.79,United Kingdom
1938,65.39,61.04,63.23,United Kingdom
1939,65.8,61.38,63.61,United Kingdom
1940,63.51,58.17,60.9,United Kingdom
1941,64.11,58.05,61.29,United Kingdom
1942,66.74,60.64,63.98,United Kingdom
1943,66.67,60.77,64.04,United Kingdom
1944,67.57,61.37,64.8,United Kingdom
1945,68.32,62.79,65.76,United Kingdom
1946,68.63,63.71,66.24,United Kingdom
1947,68.79,64.02,66.44,United Kingdom
1948,70.62,66.01,68.37,United Kingdom
1949,70.3,65.82,68.11,United Kingdom
1950,70.92,66.24,68.63,United Kingdom
1951,70.68,65.71,68.24,United Kingdom
1952,72.11,66.83,69.53,United Kingdom
1953,72.36,67.12,69.8,United Kingdom
1954,72.81,67.41,70.17,United Kingdom
1955,72.77,67.37,70.13,United Kingdom
1956,73.1,67.59,70.4,United Kingdom
1957,73.32,67.61,70.52,United Kingdom
1958,73.49,67.79,70.7,United Kingdom
1959,73.6,67.92,70.83,United Kingdom
1960,73.88,68.04,71.02,United Kingdom
1961,73.65,67.81,70.79,United Kingdom
1962,73.79,67.83,70.86,United Kingdom
1963,73.72,67.71,70.76,United Kingdom
1964,74.56,68.41,71.54,United Kingdom
1965,74.58,68.36,71.52,United Kingdom
1966,74.5,68.28,71.44,United Kingdom
1967,75.09,68.94,72.08,United Kingdom
1968,74.72,68.56,71.69,United Kingdom
1969,74.78,68.47,71.67,United Kingdom
1970,74.99,68.69,71.88,United Kingdom
1971,75.33,69.05,72.24,United Kingdom
1972,75.07,68.84,71.99,United Kingdom
1973,75.28,69.01,72.19,United Kingdom
1974,75.45,69.22,72.38,United Kingdom
1975,75.71,69.51,72.65,United Kingdom
1976,75.68,69.53,72.64,United Kingdom
1977,76.14,70,73.11,United Kingdom
1978,76.07,69.94,73.05,United Kingdom
1979,76.19,70.06,73.16,United Kingdom
1980,76.57,70.51,73.59,United Kingdom
1981,76.88,70.85,73.92,United Kingdom
1982,76.94,71.03,74.04,United Kingdom
1983,77.22,71.27,74.3,United Kingdom
1984,77.55,71.68,74.68,United Kingdom
1985,77.36,71.61,74.54,United Kingdom
1986,77.67,71.82,74.8,United Kingdom
1987,77.96,72.21,75.15,United Kingdom
1988,78.06,72.34,75.26,United Kingdom
1989,78.08,72.58,75.4,United Kingdom
1990,78.5,72.84,75.74,United Kingdom
1991,78.61,73.08,75.91,United Kingdom
1992,78.96,73.51,76.31,United Kingdom
1993,78.77,73.44,76.16,United Kingdom
1994,79.31,73.99,76.72,United Kingdom
1995,79.19,73.93,76.62,United Kingdom
1996,79.4,74.22,76.88,United Kingdom
1997,79.58,74.57,77.14,United Kingdom
1998,79.72,74.72,77.28,United Kingdom
1999,79.76,74.87,77.38,United Kingdom
2000,80.19,75.38,77.85,United Kingdom
2001,80.42,75.69,78.12,United Kingdom
2002,80.51,75.84,78.24,United Kingdom
2003,80.49,76.06,78.33,United Kingdom
2004,81.06,76.62,78.9,United Kingdom
2005,81.19,76.9,79.11,United Kingdom
2006,81.47,77.11,79.35,United Kingdom
2007,81.61,77.34,79.53,United Kingdom
2008,81.67,77.54,79.66,United Kingdom
2009,82.19,78.02,80.16,United Kingdom
2010,82.33,78.35,80.39,United Kingdom
2011,82.72,78.77,80.79,United Kingdom
2012,82.66,78.95,80.85,United Kingdom
2013,82.77,78.99,80.92,United Kingdom
2014,82.98,79.24,81.15,United Kingdom
2015,82.72,79.05,80.91,United Kingdom
2016,82.87,79.2,81.06,United Kingdom
2017,82.98,79.29,81.16,United Kingdom
2018,82.94,79.26,81.12,United Kingdom
2019,83.26,79.56,81.43,United Kingdom
2020,82.41,78.37,80.38,United Kingdom
1933,62.8,59.19,60.9,U.S.A
1934,62.3,58.29,60.19,U.S.A
1935,63.05,58.98,60.91,U.S.A
1936,62.6,58.35,60.35,U.S.A
1937,63.35,58.98,61.03,U.S.A
1938,64.54,60.46,62.39,U.S.A
1939,65.24,61.12,63.07,U.S.A
1940,65.55,61.13,63.22,U.S.A
1941,66.26,61.58,63.79,U.S.A
1942,67.13,62.21,64.54,U.S.A
1943,66.96,61.97,64.36,U.S.A
1944,67.73,62.51,65.06,U.S.A
1945,68.35,62.97,65.59,U.S.A
1946,68.88,63.59,66.13,U.S.A
1947,69.55,64.32,66.8,U.S.A
1948,70.07,64.66,67.22,U.S.A
